cell,dataset,backbone,optimizer,epochs,head,stem,init_from,pretrained,aux_target,aux_tap,aux_lambda0,aux_lambda_final,subset_pct,n_images,n_seeds,acc_mean,acc_std,probe_mean,probe_std,n_probe_seeds,is_headline,bistable,baseline_cell,base_acc,delta,delta_sem,G,G_sem,readout
grid_mnet_food_aux_50pct,food101,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,50,37875,3,54.90,0.16,56.48,0.26,3,yes,,grid_mnet_food_none_50pct,55.13,-0.23,0.15,-0.00,0.23,-0.23
grid_mnet_food_aux_50pct_l03,food101,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,0.3,0.0,50,37875,3,55.35,0.42,,,,yes,,grid_mnet_food_none_50pct,55.13,0.22,0.27,,,
grid_mnet_food_aux_5pct,food101,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,5,3788,3,15.30,0.93,23.73,0.96,3,yes,,grid_mnet_food_none_5pct,13.90,1.40,0.61,2.09,0.77,-0.69
grid_mnet_food_aux_7pct,food101,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,7,5302,3,21.54,0.56,29.04,0.67,3,yes,,grid_mnet_food_none_7pct,19.98,1.57,0.37,2.10,0.44,-0.53
grid_mnet_food_none_100pct,food101,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,100,75750,3,63.45,0.24,,,,yes,,,,,,,,
grid_mnet_food_none_10pct,food101,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,10,7575,3,27.38,0.96,33.87,1.41,3,yes,,,,,,,,
grid_mnet_food_none_15pct,food101,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,15,11362,3,35.32,0.20,41.04,0.05,3,yes,,,,,,,,
grid_mnet_food_none_1pct,food101,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,1,758,3,3.92,0.09,10.67,0.22,3,yes,,,,,,,,
grid_mnet_food_none_20pct,food101,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,20,15150,3,39.63,0.43,45.05,0.44,3,yes,,,,,,,,
grid_mnet_food_none_25pct,food101,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,25,18938,3,43.91,0.15,48.17,0.05,3,yes,,,,,,,,
grid_mnet_food_none_2pct,food101,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,2,1515,3,5.65,0.27,12.84,0.50,3,yes,,,,,,,,
grid_mnet_food_none_3pct,food101,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,3,2272,3,7.65,0.23,15.03,0.35,3,yes,,,,,,,,
grid_mnet_food_none_50pct,food101,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,50,37875,3,55.13,0.20,56.48,0.31,3,yes,,,,,,,,
grid_mnet_food_none_5pct,food101,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,5,3788,3,13.90,0.53,21.65,0.91,3,yes,,,,,,,,
grid_mnet_food_none_7pct,food101,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,7,5302,3,19.98,0.32,26.94,0.38,3,yes,,,,,,,,
grid_mnet_path_aux_100pct,pathmnist,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,100,89996,3,85.13,0.59,85.75,0.46,3,yes,,grid_mnet_path_none_100pct,84.62,0.50,0.42,0.78,0.37,-0.28
grid_mnet_path_aux_10pct,pathmnist,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,10,9000,3,91.36,1.19,91.66,0.18,3,yes,,grid_mnet_path_none_10pct,87.90,3.46,1.55,4.66,1.49,-1.20
grid_mnet_path_aux_15pct,pathmnist,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,15,13499,3,90.33,2.40,90.18,2.26,3,yes,,grid_mnet_path_none_15pct,86.35,3.98,1.58,3.69,1.49,0.30
grid_mnet_path_aux_1pct,pathmnist,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,1,900,3,79.41,1.83,79.36,2.95,3,yes,,grid_mnet_path_none_1pct,75.91,3.51,2.14,2.31,2.00,1.20
grid_mnet_path_aux_20pct,pathmnist,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,20,17999,3,88.56,0.98,88.48,0.85,3,yes,,grid_mnet_path_none_20pct,89.04,-0.48,0.67,0.01,0.49,-0.49
grid_mnet_path_aux_20pct_l03,pathmnist,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,0.3,0.0,20,17999,3,86.29,2.63,,,,yes,,grid_mnet_path_none_20pct,89.04,-2.75,1.56,,,
grid_mnet_path_aux_25pct,pathmnist,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,25,22499,3,86.85,0.92,86.81,0.86,3,yes,,grid_mnet_path_none_25pct,85.97,0.88,0.76,1.99,0.69,-1.10
grid_mnet_path_aux_2pct,pathmnist,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,2,1800,3,83.21,1.67,84.25,0.95,3,yes,,grid_mnet_path_none_2pct,80.03,3.18,1.69,3.74,1.31,-0.56
grid_mnet_path_aux_3pct,pathmnist,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,3,2700,3,82.26,2.58,83.49,2.29,3,yes,,grid_mnet_path_none_3pct,80.00,2.26,1.60,3.80,1.33,-1.54
grid_mnet_path_aux_50pct,pathmnist,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,50,44998,3,87.45,0.99,86.52,1.26,3,yes,,grid_mnet_path_none_50pct,88.02,-0.57,0.79,-1.59,0.83,1.02
grid_mnet_path_aux_5pct,pathmnist,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,5,4500,3,89.03,1.76,88.77,1.91,3,yes,,grid_mnet_path_none_5pct,84.30,4.72,1.92,4.05,1.67,0.67
grid_mnet_path_aux_7pct,pathmnist,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,7,6300,3,89.41,1.44,88.40,1.34,3,yes,,grid_mnet_path_none_7pct,86.40,3.00,1.44,2.13,1.51,0.87
grid_mnet_path_none_100pct,pathmnist,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,100,89996,3,84.62,0.43,84.97,0.44,3,yes,,,,,,,,
grid_mnet_path_none_10pct,pathmnist,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,10,9000,3,87.90,2.40,87.00,2.58,3,yes,,,,,,,,
grid_mnet_path_none_15pct,pathmnist,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,15,13499,3,86.35,1.33,86.49,1.25,3,yes,,,,,,,,
grid_mnet_path_none_1pct,pathmnist,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,1,900,3,75.91,3.22,77.06,1.82,3,yes,,,,,,,,
grid_mnet_path_none_20pct,pathmnist,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,20,17999,3,89.04,0.63,88.47,0.02,3,yes,,,,,,,,
grid_mnet_path_none_25pct,pathmnist,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,25,22499,3,85.97,0.93,84.82,0.84,3,yes,,,,,,,,
grid_mnet_path_none_2pct,pathmnist,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,2,1800,3,80.03,2.40,80.51,2.07,3,yes,,,,,,,,
grid_mnet_path_none_3pct,pathmnist,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,3,2700,3,80.00,1.01,79.69,0.29,3,yes,,,,,,,,
grid_mnet_path_none_50pct,pathmnist,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,50,44998,3,88.02,0.95,88.11,0.68,3,yes,,,,,,,,
grid_mnet_path_none_5pct,pathmnist,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,5,4500,3,84.30,2.83,84.71,2.17,3,yes,,,,,,,,
grid_mnet_path_none_7pct,pathmnist,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,7,6300,3,86.40,2.04,86.27,2.26,3,yes,,,,,,,,
grid_mnet_stl_aux_100pct,stl10,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,100,5000,3,79.14,0.58,79.06,0.60,3,yes,,grid_mnet_stl_none_100pct,77.38,1.76,0.40,1.74,0.37,0.02
grid_mnet_stl_aux_10pct,stl10,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,10,500,3,45.45,0.60,51.10,0.97,3,yes,,grid_mnet_stl_none_10pct,41.41,4.04,0.96,5.06,1.08,-1.03
grid_mnet_stl_aux_15pct,stl10,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,15,750,3,50.60,0.89,53.94,0.59,3,yes,,grid_mnet_stl_none_15pct,45.30,5.29,1.17,5.74,1.28,-0.45
grid_mnet_stl_aux_20pct,stl10,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,20,1000,3,54.76,3.76,58.14,2.83,3,yes,,grid_mnet_stl_none_20pct,49.33,5.44,3.27,6.14,3.20,-0.70
grid_mnet_stl_aux_25pct,stl10,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,25,1250,3,55.63,1.49,58.60,1.52,3,yes,,grid_mnet_stl_none_25pct,52.05,3.59,0.88,4.01,0.91,-0.42
grid_mnet_stl_aux_3pct,stl10,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,3,150,3,30.69,1.21,41.30,0.40,3,yes,,grid_mnet_stl_none_3pct,30.41,0.28,1.35,0.56,0.38,-0.28
grid_mnet_stl_aux_50pct,stl10,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,50,2500,3,69.00,0.08,69.99,0.57,3,yes,,grid_mnet_stl_none_50pct,66.35,2.65,0.10,2.83,0.41,-0.18
grid_mnet_stl_aux_5pct,stl10,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,5,250,3,33.90,1.63,41.10,2.69,3,yes,,grid_mnet_stl_none_5pct,32.50,1.40,1.13,2.13,1.71,-0.73
grid_mnet_stl_aux_7pct,stl10,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,7,350,3,39.78,1.12,47.56,2.53,3,yes,,grid_mnet_stl_none_7pct,36.96,2.82,0.72,3.67,1.52,-0.85
grid_mnet_stl_none_100pct,stl10,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,100,5000,3,77.38,0.36,77.33,0.22,3,yes,,,,,,,,
grid_mnet_stl_none_10pct,stl10,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,10,500,3,41.41,1.54,46.03,1.59,3,yes,,,,,,,,
grid_mnet_stl_none_15pct,stl10,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,15,750,3,45.30,1.83,48.20,2.13,3,yes,,,,,,,,
grid_mnet_stl_none_20pct,stl10,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,20,1000,3,49.33,4.24,52.00,4.76,3,yes,,,,,,,,
grid_mnet_stl_none_25pct,stl10,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,25,1250,3,52.05,0.29,54.59,0.43,3,yes,,,,,,,,
grid_mnet_stl_none_3pct,stl10,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,3,150,3,30.41,2.00,40.73,0.52,3,yes,,,,,,,,
grid_mnet_stl_none_50pct,stl10,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,50,2500,3,66.35,0.15,67.15,0.42,3,yes,,,,,,,,
grid_mnet_stl_none_5pct,stl10,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,5,250,3,32.50,1.09,38.97,1.25,3,yes,,,,,,,,
grid_mnet_stl_none_7pct,stl10,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,7,350,3,36.96,0.55,43.89,0.72,3,yes,,,,,,,,
grid_mnet_tin_aux_100pct,tin,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,100,100000,3,53.33,0.56,52.75,0.22,3,yes,,grid_mnet_tin_none_100pct,52.94,0.39,0.60,0.52,0.47,-0.13
grid_mnet_tin_aux_10pct,tin,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,10,10000,3,26.04,0.65,34.89,0.74,3,yes,,grid_mnet_tin_none_10pct,25.36,0.68,0.43,1.10,0.50,-0.42
grid_mnet_tin_aux_15pct,tin,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,15,15000,3,30.93,0.61,37.81,0.36,3,yes,,grid_mnet_tin_none_15pct,29.53,1.40,0.50,0.97,0.39,0.43
grid_mnet_tin_aux_1pct,tin,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,1,1000,3,3.95,0.26,13.63,0.72,3,yes,,grid_mnet_tin_none_1pct,3.60,0.35,0.33,1.71,0.83,-1.36
grid_mnet_tin_aux_20pct,tin,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,20,20000,3,34.00,0.32,40.09,0.34,3,yes,,grid_mnet_tin_none_20pct,32.66,1.33,0.35,0.74,0.26,0.60
grid_mnet_tin_aux_25pct,tin,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,25,25000,3,36.35,0.10,41.44,0.03,3,yes,,grid_mnet_tin_none_25pct,35.15,1.20,0.26,0.53,0.47,0.67
grid_mnet_tin_aux_2pct,tin,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,2,2000,3,6.82,0.38,17.79,0.24,3,yes,,grid_mnet_tin_none_2pct,7.03,-0.21,0.51,0.12,0.97,-0.33
grid_mnet_tin_aux_3pct,tin,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,3,3000,3,10.37,0.36,22.75,0.42,3,yes,,grid_mnet_tin_none_3pct,10.12,0.25,0.40,1.06,0.58,-0.81
grid_mnet_tin_aux_50pct,tin,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,50,50000,3,44.00,0.27,46.44,0.14,3,yes,,grid_mnet_tin_none_50pct,44.36,-0.36,0.28,-0.51,0.12,0.15
grid_mnet_tin_aux_5pct,tin,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,5,5000,3,16.31,0.16,27.46,0.21,3,yes,,grid_mnet_tin_none_5pct,16.66,-0.35,0.22,0.14,0.30,-0.50
grid_mnet_tin_aux_7pct,tin,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,7,7000,3,20.53,0.36,30.36,0.12,3,yes,,grid_mnet_tin_none_7pct,20.63,-0.10,0.35,-0.51,0.27,0.41
grid_mnet_tin_none_100pct,tin,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,100,100000,3,52.94,0.87,52.22,0.79,3,yes,,,,,,,,
grid_mnet_tin_none_10pct,tin,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,10,10000,3,25.36,0.35,33.79,0.45,3,yes,,,,,,,,
grid_mnet_tin_none_15pct,tin,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,15,15000,3,29.53,0.61,36.84,0.58,3,yes,,,,,,,,
grid_mnet_tin_none_1pct,tin,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,1,1000,3,3.60,0.51,11.92,1.24,3,yes,,,,,,,,
grid_mnet_tin_none_20pct,tin,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,20,20000,3,32.66,0.51,39.35,0.30,3,yes,,,,,,,,
grid_mnet_tin_none_25pct,tin,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,25,25000,3,35.15,0.44,40.92,0.82,3,yes,,,,,,,,
grid_mnet_tin_none_2pct,tin,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,2,2000,3,7.03,0.81,17.67,1.66,3,yes,,,,,,,,
grid_mnet_tin_none_3pct,tin,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,3,3000,3,10.12,0.59,21.69,0.91,3,yes,,,,,,,,
grid_mnet_tin_none_50pct,tin,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,50,50000,3,44.36,0.39,46.95,0.16,3,yes,,,,,,,,
grid_mnet_tin_none_5pct,tin,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,5,5000,3,16.66,0.34,27.32,0.47,3,yes,,,,,,,,
grid_mnet_tin_none_7pct,tin,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,7,7000,3,20.63,0.50,30.87,0.45,3,yes,,,,,,,,
grid_path_r18_89e5af_100pct,pathmnist,resnet18,sgd,200,linear,none,,,,,,,100,89996,3,86.71,0.35,87.36,0.23,3,yes,,,,,,,,
grid_path_r18_89e5af_10pct,pathmnist,resnet18,sgd,200,linear,none,,,,,,,10,9000,3,92.01,1.92,88.61,2.43,3,yes,,,,,,,,
grid_path_r18_89e5af_15pct,pathmnist,resnet18,sgd,200,linear,none,,,,,,,15,13499,3,91.53,0.67,88.66,0.54,3,yes,,,,,,,,
grid_path_r18_89e5af_1pct,pathmnist,resnet18,sgd,200,linear,none,,,,,,,1,900,3,80.84,0.21,77.55,1.60,3,yes,,,,,,,,
grid_path_r18_89e5af_20pct,pathmnist,resnet18,sgd,200,linear,none,,,,,,,20,17999,3,91.64,1.34,88.18,0.32,3,yes,,,,,,,,
grid_path_r18_89e5af_25pct,pathmnist,resnet18,sgd,200,linear,none,,,,,,,25,22499,3,89.67,0.54,87.54,0.36,3,yes,,,,,,,,
grid_path_r18_89e5af_2pct,pathmnist,resnet18,sgd,200,linear,none,,,,,,,2,1800,3,83.62,1.00,81.43,1.35,3,yes,,,,,,,,
grid_path_r18_89e5af_3pct,pathmnist,resnet18,sgd,200,linear,none,,,,,,,3,2700,3,90.28,0.51,89.27,1.65,3,yes,,,,,,,,
grid_path_r18_89e5af_50pct,pathmnist,resnet18,sgd,200,linear,none,,,,,,,50,44998,3,89.83,0.39,88.93,0.26,3,yes,,,,,,,,
grid_path_r18_89e5af_5pct,pathmnist,resnet18,sgd,200,linear,none,,,,,,,5,4500,3,92.21,0.90,90.41,1.23,3,yes,,,,,,,,
grid_path_r18_89e5af_7pct,pathmnist,resnet18,sgd,200,linear,none,,,,,,,7,6300,3,91.25,1.51,89.11,1.33,3,yes,,,,,,,,
grid_path_r18_axmagnitudeL3_l10to00_hn_1daa80_100pct,pathmnist,resnet18,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,100,89996,3,86.72,1.83,87.51,1.84,3,yes,,grid_path_r18_89e5af_100pct,86.71,0.01,1.07,0.14,1.07,-0.13
grid_path_r18_axmagnitudeL3_l10to00_hn_1daa80_10pct,pathmnist,resnet18,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,10,9000,3,93.75,0.27,89.60,0.38,3,yes,,grid_path_r18_89e5af_10pct,92.01,1.74,1.12,0.99,1.42,0.75
grid_path_r18_axmagnitudeL3_l10to00_hn_1daa80_15pct,pathmnist,resnet18,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,15,13499,3,92.67,0.28,90.00,0.30,3,yes,,grid_path_r18_89e5af_15pct,91.53,1.15,0.42,1.33,0.36,-0.19
grid_path_r18_axmagnitudeL3_l10to00_hn_1daa80_1pct,pathmnist,resnet18,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,1,900,3,86.45,0.58,85.13,0.54,3,yes,,grid_path_r18_89e5af_1pct,80.84,5.62,0.36,7.58,0.97,-1.96
grid_path_r18_axmagnitudeL3_l10to00_hn_1daa80_20pct,pathmnist,resnet18,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,20,17999,3,91.34,2.39,88.48,0.43,3,yes,,grid_path_r18_89e5af_20pct,91.64,-0.31,1.58,0.30,0.31,-0.60
grid_path_r18_axmagnitudeL3_l10to00_hn_1daa80_25pct,pathmnist,resnet18,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,25,22499,3,89.49,0.26,86.52,0.77,3,yes,,grid_path_r18_89e5af_25pct,89.67,-0.18,0.35,-1.02,0.49,0.84
grid_path_r18_axmagnitudeL3_l10to00_hn_1daa80_2pct,pathmnist,resnet18,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,2,1800,3,89.99,0.50,88.34,0.83,3,yes,,grid_path_r18_89e5af_2pct,83.62,6.37,0.65,6.91,0.92,-0.54
grid_path_r18_axmagnitudeL3_l10to00_hn_1daa80_3pct,pathmnist,resnet18,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,3,2700,3,93.08,0.23,92.74,0.05,3,yes,,grid_path_r18_89e5af_3pct,90.28,2.80,0.32,3.47,0.95,-0.67
grid_path_r18_axmagnitudeL3_l10to00_hn_1daa80_50pct,pathmnist,resnet18,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,50,44998,3,88.74,0.39,87.62,0.14,3,yes,,grid_path_r18_89e5af_50pct,89.83,-1.09,0.32,-1.31,0.17,0.22
grid_path_r18_axmagnitudeL3_l10to00_hn_1daa80_5pct,pathmnist,resnet18,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,5,4500,3,93.32,0.22,91.73,0.44,3,yes,,grid_path_r18_89e5af_5pct,92.21,1.10,0.54,1.32,0.75,-0.22
grid_path_r18_axmagnitudeL3_l10to00_hn_1daa80_7pct,pathmnist,resnet18,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,7,6300,3,92.96,0.10,90.10,0.37,3,yes,,grid_path_r18_89e5af_7pct,91.25,1.71,0.88,0.98,0.80,0.72
grid_r34_pathmnist_aux_5pct,pathmnist,resnet34,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,5,4500,3,94.02,0.14,92.63,0.51,3,yes,,diagdepth_r34_path_none_5pct,91.58,2.44,0.36,,,
grid_r34_pathmnist_none_5pct,pathmnist,resnet34,sgd,200,linear,none,,,,,,,5,4500,3,91.92,1.28,90.76,0.88,3,yes,,diagdepth_r34_path_none_5pct,91.58,0.34,0.82,,,
grid_r34_tin_aux_5pct,tin,resnet34,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,5,5000,3,23.23,0.07,34.62,0.24,3,yes,,grid_r34_tin_none_5pct,21.27,1.96,0.17,2.71,0.64,-0.75
grid_r34_tin_none_5pct,tin,resnet34,sgd,200,linear,none,,,,,,,5,5000,3,21.27,0.29,31.91,1.08,3,yes,,,,,,,,
grid_r50_pathmnist_aux_5pct,pathmnist,resnet50,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,5,4500,3,93.71,0.59,92.21,0.97,3,yes,,diagdepth_r50_path_none_5pct,91.77,1.95,0.36,,,
grid_r50_pathmnist_none_5pct,pathmnist,resnet50,sgd,200,linear,none,,,,,,,5,4500,3,91.80,0.32,89.13,1.33,3,yes,,diagdepth_r50_path_none_5pct,91.77,0.03,0.23,,,
grid_r50_tin_aux_5pct,tin,resnet50,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,5,5000,3,22.91,0.39,35.88,0.12,3,yes,,grid_r50_tin_none_5pct,19.46,3.44,0.31,6.66,0.29,-3.21
grid_r50_tin_none_5pct,tin,resnet50,sgd,200,linear,none,,,,,,,5,5000,3,19.46,0.37,29.23,0.48,3,yes,,,,,,,,
grid_stl_r18_57b62b_100pct,stl10,resnet18,sgd,200,linear,none,,,,,,,100,5000,3,84.27,0.33,83.93,0.34,3,yes,,stl10_none,84.27,0.00,0.27,0.01,0.28,-0.01
grid_stl_r18_57b62b_15pct,stl10,resnet18,sgd,200,linear,none,,,,,,,15,750,3,48.75,0.90,56.98,0.85,3,yes,,grid_stl_r18_9016e6_15pct,48.75,0.00,0.73,-0.03,0.66,0.03
grid_stl_r18_57b62b_25pct,stl10,resnet18,sgd,200,linear,none,,,,,,,25,1250,3,58.33,0.17,62.62,0.62,3,yes,,grid_stl_r18_9016e6_25pct,58.33,0.00,0.14,0.08,0.50,-0.08
grid_stl_r18_57b62b_3pct,stl10,resnet18,sgd,200,linear,none,,,,,,,3,150,3,27.01,1.01,46.25,0.56,3,yes,,grid_stl_r18_9016e6_3pct,27.01,0.00,0.83,0.10,0.49,-0.10
grid_stl_r18_57b62b_5pct,stl10,resnet18,sgd,200,linear,none,,,,,,,5,250,3,30.56,0.53,46.12,0.54,3,yes,,grid_stl_r18_9016e6_5pct,30.56,0.00,0.43,-0.27,0.38,0.27
grid_stl_r18_57b62b_7pct,stl10,resnet18,sgd,200,linear,none,,,,,,,7,350,3,34.20,0.83,49.63,0.95,3,yes,,grid_stl_r18_9016e6_7pct,34.20,0.00,0.68,0.09,0.77,-0.09
grid_stl_r18_9016e6_10pct,stl10,resnet18,sgd,200,linear,none,,,,,,,10,500,3,41.50,1.58,52.84,0.74,3,yes,,stl_none_10pct,41.58,-0.09,1.18,-0.37,0.55,0.28
grid_stl_r18_9016e6_15pct,stl10,resnet18,sgd,200,linear,none,,,,,,,15,750,3,48.75,0.90,57.01,0.77,3,yes,,,,,,,,
grid_stl_r18_9016e6_20pct,stl10,resnet18,sgd,200,linear,none,,,,,,,20,1000,3,54.08,0.90,59.85,0.91,3,yes,,stl_none_20pct,54.16,-0.08,0.63,-0.22,0.57,0.14
grid_stl_r18_9016e6_25pct,stl10,resnet18,sgd,200,linear,none,,,,,,,25,1250,3,58.33,0.17,62.54,0.61,3,yes,,,,,,,,
grid_stl_r18_9016e6_3pct,stl10,resnet18,sgd,200,linear,none,,,,,,,3,150,3,27.01,1.01,46.15,0.64,3,yes,,,,,,,,
grid_stl_r18_9016e6_50pct,stl10,resnet18,sgd,200,linear,none,,,,,,,50,2500,3,73.45,0.18,73.31,0.52,3,yes,,stl_none_50pct,73.22,0.23,0.31,-0.33,0.35,0.56
grid_stl_r18_9016e6_5pct,stl10,resnet18,sgd,200,linear,none,,,,,,,5,250,3,30.56,0.53,46.38,0.38,3,yes,,,,,,,,
grid_stl_r18_9016e6_7pct,stl10,resnet18,sgd,200,linear,none,,,,,,,7,350,3,34.20,0.83,49.54,0.93,3,yes,,,,,,,,
grid_stl_r18_axmagnitudeL3_l10to00_3ebf19_100pct,stl10,resnet18,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,100,5000,3,85.13,0.46,85.05,0.37,3,yes,,stl10_none,84.27,0.86,0.33,1.13,0.29,-0.27
grid_stl_r18_axmagnitudeL3_l10to00_3ebf19_15pct,stl10,resnet18,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,15,750,3,54.10,0.45,61.83,0.57,3,yes,,grid_stl_r18_9016e6_15pct,48.75,5.35,0.58,4.82,0.55,0.53
grid_stl_r18_axmagnitudeL3_l10to00_3ebf19_25pct,stl10,resnet18,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,25,1250,3,63.10,0.26,67.28,0.17,3,yes,,grid_stl_r18_9016e6_25pct,58.33,4.77,0.18,4.75,0.36,0.03
grid_stl_r18_axmagnitudeL3_l10to00_3ebf19_3pct,stl10,resnet18,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,3,150,3,29.72,0.23,50.02,0.09,3,yes,,grid_stl_r18_9016e6_3pct,27.01,2.72,0.60,3.86,0.37,-1.15
